business_id,review_count,stars,postal_code,checkin_count
7B-xM_3t9NKebmkEodw3CQ,11,3.5,15034,
WQtacDLMzqmWC4Ks6cMyFQ,3,4.5,15102,
wGUmlG8Vy2g1jMx6fKtIkg,10,3.0,15063,
ib5h1C7xgmZN47HjfWXPCQ,3,2.0,15234,
XP5xYARH0WB3eW_AmICbPA,3,3.0,15211,
40RqHzPLHxDX53R0aTWcwQ,14,4.0,15220,
QqpzPFFHeHqyWSPZI-DkvQ,26,3.5,15108,
WGK1Q4kCJ9Vw7UaZKHj8ww,3,4.5,15108,
0gx_juo0ehtt5Iaz0N_Q3g,4,5.0,15237,
zJ-V2GZ9q7UkwYFl3G116w,32,3.5,15236,
BpU9-wcOWyKcVtkvnfRazA,3,3.0,15222,
iKbtAQz2rUu99PgJvcx2Jg,113,4.0,15668,
1jKF78-6D8tpyimNTrMDVw,4,2.5,15146,
vGQxPGvI4QLtupSAxO8c7Q,18,4.5,15224,
dHiq1JliKgh_3z-KnTpCaA,3,4.0,15224,
8EZZKsZ9Iuwz7Lem9NfN_w,4,2.0,15146,
VtxiIv-VIOp3NIpE5tQQIw,10,3.5,15203,
KNpcPGqDORDdvtekXd348w,16,3.5,15037,
bAHDSbpJE3kKJkW9OBgOyw,25,4.5,15213,
dWB0HT1nXQ2N8n3bvPKJuQ,28,4.0,15241,
82_4u3Toy7vB8imnJ-cCnQ,6,2.5,15239,
Ql8pMRlsFKNr-bqMItpj5Q,24,4.5,15317,
mnI_n7A8sxgOSmtgI3wzQQ,96,4.5,15203,
9GA2gmLV4NX2oJkuz6fdcA,33,3.0,15213,
wht5FaGi7r86WKW7-VX2lQ,4,5.0,15139,
2wGXR2aHOCNJpV4pWU5Zxg,8,2.0,15220,
_PKa6Dj06Q2AHKGkpJ7GnA,28,4.5,15219,
bAOWxEeLaQre59MKZiFEIg,43,3.5,15215,
sirrm86qpDQeTM8JmA9mAQ,4,3.0,15332,
MHIEpmEg_li3R7AhrnT3jw,3,4.0,15106,
nG9wrA0F8uX7feyZkticww,13,4.0,15222,
fIVRnppEVSPK4ZRAXdk9IQ,6,5.0,15236,
h2x_7s0WvgRUpyuKoYDSdg,3,5.0,15017,
icco2swWSWYyItdI_ktyvg,4,4.0,15239,
HNbX93hyrua2p6LO4IwdHA,13,2.0,15220,
sz6_gKcHjtcpWKIZLXV85w,61,4.0,15219,
yZ_wpRr4Svw8YRZ9voCgIw,148,4.0,15201,
YZItTPlVWeq13bfAJtT2-g,7,3.0,15218,
LQFmktF43j2NPncKdNd9mg,657,4.0,15203,
CzA6ThquEWOXgVjkYeY1JA,5,5.0,15224,
PLxIkb7MLT8_ctte_exunw,4,3.0,15101,
2UCXCbv7qaO3d8FfQd4Ing,62,3.0,15217,
9_1N2SoNoS3DGV9V-4kndw,23,4.0,15219,
l_pR3x7v2mvE3luVdmGuoQ,60,3.0,15213,
p1xzg2pll2qC84K3OmLIlw,3,1.0,15227,
xwEYTGJ_82ScbpXcheqqQw,4,3.5,15221,
tu8u4SnLvW3mcTS_aRdQ_w,3,2.5,15202,
WKlMFUCGI7dCysGkFLWvaQ,108,4.0,15203,
zhPSu9zUD7FTGtCLyVPlaw,7,3.5,15146,
eooGGpXNczzi60QA1635GA,11,2.5,15205,
1n8bvxpBoUOAJsC5csuV3Q,12,4.5,15210,
DbFevVtZeNYvIRh7oh_2JQ,7,2.5,15642,
N3tvrAZ4gHzR_-vhU96eGw,4,4.0,15090,
u1_a84WeHWa1YlreV6RZtg,15,3.5,15238,
KwfKAnIRcLFXotqVsR-6Xw,33,3.5,15101,
F1vdFYr7P4Xb3uAQ2AYgzQ,49,3.5,15237,
ZsUFubg6YvJ-WX09Nclckg,11,4.5,15209,
oNF-vT3PbCcncgQjPKFVeA,18,4.5,15143,
eKTALGtRKKWEa0pv53oO0A,5,3.5,15210,
jcZHZX42x2ZvVEJ1VLCzmg,5,4.0,15146,
N60yOH1GpH8wE9kln7m3XQ,9,4.5,15226,
0FJHkWgCsvgDjWQyRBlKkA,3,1.0,15237,
3nR6JE3hD-D-Fhzr10_k7g,153,3.5,15120,
zPaoppBtXodfjEnsT7GFZA,6,2.5,15202,
X2lgI8CuVEsH5UDs14rMhw,59,3.5,15222,
qUZvcHJ6YDNHVmPLe02mYg,9,4.0,15122,
BX7ONRpKClT8ahXwEn_CJA,8,3.0,15237,
iXnOeWl0mmtsAJfwwW2aHQ,6,5.0,15215,
t3MColc7l78DyJDPqczF7w,6,4.5,15143,
YN58Coh1nvnsNS0FXIeAKg,5,3.5,15122,
OU80zeb6HbcuxZT5pct90w,6,4.0,15234,
E2hSxPmu4V1POrN676y_Qg,36,4.0,15090,
u7MkgrDxjiHVR13fEZuD_A,7,5.0,15213,
Oyja1-oQWJ9rb4TnfQSh_g,3,2.5,15120,
5MXNeLctex2NmVZHnSvIvg,32,4.0,15202,
yko7wPzC6qpbFOJQYs9-GQ,5,4.0,15139,
bzy0JfNunYNyH8CYDUFpOA,17,3.5,15317,
1gb-Lgt4qH5P_WaV0mtdag,6,5.0,15241,
sJa6bIQ_lRxWfBgoYULBRQ,4,5.0,15317,
qJZvNzpWMnXvVRbc3F9slA,39,3.0,15203,
NW7DF5w_N0Oh_RmY70tGLw,7,5.0,15206,
l1JDX-o0wCLykuh78R8Kng,137,4.0,15206,
aMTo0iZuGX_vYblRIr9jgw,4,4.0,19355,
nnggnOHpYypvzXSAotOjfg,7,4.5,15642,
LzF-P-Tjb8XU8FmAY2W7mw,3,1.5,15201,
wJ4lFz3o1HGJ4wNCCsQTQQ,4,2.5,15201,
JkLGKsj97FDqYQI-TTsu4w,4,4.0,15017,
vG8Z_TVdHkHdT2OgKRq77A,5,5.0,15147,
CwGRFM0Y9ca8MBxg2lVqbQ,77,3.5,15233,
p5HLsmZpzqsZpOng04I8eQ,9,2.0,15219,
qccKLVChecdR9iHpJNU74w,12,3.5,15224,
VFHLE5JrE9shcHHzAieG4Q,16,4.0,15216,
jHMQDeI-DwVl3Rth9ycxdw,14,4.0,15206,
_FKBxtZpTvJNd95b32y-zw,8,3.0,15146,
j5ZyAzGkBBi8owpFILCioQ,3,4.0,15636,
aaPncz0ICB85up3HUl2TEg,27,3.0,15146,
5Xci9QWwpbZg4Ng05yKOvw,6,5.0,15222,
BGGR5ekPK6YqMRHgYNJGsw,71,3.0,15216,
G9QmB3gWMXZ2jiNbhjwyCw,3,3.5,15237,
3eexaenBq8HvkTiYjVl3Pg,39,4.0,15237,
gldPX9ANF5Nic0N7igu2og,237,4.0,15222,
BRZ1uct8SipLzxjEoZuC0A,5,4.5,15212,
c7uYoULx6X2gWXwgsmVtsg,4,4.5,15213,
PflUm_m3io-0Xq4om0_pcA,3,4.5,15317,
cLTASgist2XiaBy6mnjubQ,6,1.5,19464,
nocIPLY3BenFmoR3Ri_QTw,13,2.5,15317,
ZLNa4ehr3fXdXfnlT7YVMQ,3,3.0,15102,
hWUC3FxAzKRqD310pdxXsQ,4,3.0,15241,
OnAzbTDn79W6CFZIriqLrA,25,2.0,15090,
gMMSxoxlu-CcocrwRJfgPg,14,5.0,15101,
1swoSKie61IGamgmR9oUaw,18,4.0,15215,
aDHD7nASfqiQBB6YXy2aGA,96,4.5,15203,
BFekmsvbSyWUBC9r0EjIIg,8,4.0,19355,
0zpkvq98Gx34dF7UK2u02w,3,3.5,15237,
eKsIdmkbKt_oWjpG9Ez7QA,13,4.5,15017,
1w6_xrdhVD-y-DBYpv0YCQ,13,3.0,15238,
IRlEP_EvdACUpLS56GzoxA,3,3.5,15108,
39kvczzSB18xYCHSQ1ZdzQ,4,5.0,15217,
uLXel3bWmKsrMEMCDzO5bA,23,2.0,15237,
tT5mW_pwxtcKAnDdcqlTUw,3,3.5,15234,
RhXKTksPWch75Bo1lpoLqQ,3,2.5,15237,
MjOFnVxoKeOikgBGTZ-UcA,15,4.0,15237,
pPyg8s0O8JB7bDCaCj398w,33,4.5,15222,
zacTq2J8DAj4-ROHM_aRog,11,4.5,15203,
1LlGFhwtcw_QCuNV92eyAg,7,2.5,15215,
UgN-AbW3E1t02roCnIoYIA,3,5.0,15217,
zaQWCvCcNj8HI4YcfLzmgw,58,4.0,15044,
j8UUwx7bkPzO3Yi3SCA3PQ,3,5.0,15212,
eyMOizVAP258coeTZtcKLQ,3,4.0,15146,
5fyROfD0I6Xd0pTqoOcL2A,3,3.5,15237,
Q9OshdN7RVzC6w9T9aZurQ,4,5.0,15219,
eR_iL_uA5vgL0zTbg7JR6Q,15,4.0,15668,
DBtmJXpwS31E0cDZo7ypGw,19,4.5,15206,
QIahrchu9mUW8DGZla8c7w,19,4.5,15229,
Bv3vpnP-LOqw-p8hk5Thmg,4,5.0,15116,
HhPVzZYQI-akaXRK_A4dKQ,97,2.5,15224,
KLPeYlAdnb-ECscyJEC1yw,3,4.5,15017,
Iabd_rGdOvdpySBeluFs5w,34,3.5,15108,
NXG2mhkFr_1AsRAvgJcT7Q,8,4.5,15227,
GPoF-Bubt3r289NpTGAcsw,18,4.5,,
rsZ4lKXPaoOoK-iFWqY2PQ,5,2.0,15237,
YlgtEY-SRQZZkPT54Tdbzw,11,4.0,15037,
1WBGs0wJYK68UJ2DwUAI_A,42,4.5,15201,
nXlKHnArL3_vugmnytsEYQ,37,4.5,15216,
EsIoHUg5_CMbGrJp_t4tqg,4,5.0,15202,
brpJ1jYGH_Pgrx7dKIqesA,119,4.0,15212,
qELIf4gzE_vlteu7pO7TZg,94,3.0,15212,
OZdyrjtRDat_RL3n5ku3pQ,5,4.0,15044,
OCrIahNGIu0lipGuqiiApA,8,3.0,15146,
8ocVvQPVBDN6ZVwXPyX4NA,4,2.0,15236,
P9ngIa0rOTh_P1BzpToEFQ,10,5.0,15215,
b11JJ7UdR-XxMFYNTnLUaQ,40,3.0,15122,
Tv2Hut47uZ-gg8ui6e66FQ,19,2.5,15090,
61NPgdR5sMwAWw0CI78nBg,20,4.0,15217,
EEAtafGPtPhwERoM3onXuw,4,2.0,15317,
UeeTpj80HsK2MsZLnL-BIA,3,4.5,15003,
LCNc4r6LvVs-JBmfQYAqbw,7,2.5,15222,
OPdjBa5toeaVsDlegk0-fQ,3,1.0,15642,
5p60nXyjQruKvEZix6ahVQ,93,3.5,15222,
4LiieRb-_r9pUCM0mKS9XA,29,4.5,15224,
rh89uIat6gPQg7Ws0oVkCA,4,5.0,15224,
ZIFGOe-d4XQQLnsqXRyC3g,6,5.0,15203,
Dbe0rGrLPZHZ0taS6oIyVg,5,4.0,15234,
ni1jWBn-fU_kKXj77YUpXw,4,4.0,15237,
Qb4_LaaXHR9Gx5UvNd4VVw,13,4.5,15201,
s9DbjcVealcMBNxGI_wK8w,4,4.0,15241,
XSIvsz5RwrUZtZhZwPxjgw,8,2.0,15241,
nzDlfPBEZDMJEsWw6KZhHw,3,1.0,15090,
5It12biyGxe2Dz6kkf7wGQ,20,3.5,15090,
ckZg3KVwR9FrAR1KtTavEQ,7,2.5,15223,
nq15wdCeJEy6iDIo77A6tg,3,2.5,15143,
TeaOjHwZmKYlD9ce1l-8Ug,29,3.5,15238,
IJYqKCfeM4ePy7oqxSah7Q,3,2.5,15131,
c1y77QPMdkSaomMPjGNXPw,4,5.0,15146,
1f6wWD3iud8auBlYkQ9STg,3,3.5,15146,
YajT7NNbaexIbXpUuQ8a9A,6,4.0,15239,
W53ifZHw5Wa7WljOQptcWQ,3,3.5,15217,
rBnpbR-cfCD9CKy_ahCmsg,361,4.0,15233,
ydWY2UIprQdPNOZFOXS70A,3,3.0,15044,
VG-IXz6-8GYScy1A6b35aA,6,3.5,15147,
6VsoOWTeIWmOxMp2Mect3A,32,4.0,15147,
F2b94rrPSnoOlJtGyCH4oQ,3,3.5,15235,
6mkowJbicSV3-9LVjOabJA,5,4.0,15235,
La-deTxOcGc6YDrm3xBNcQ,5,4.5,15222,
GMuWEVS9hqsWLj5c5PUFkg,3,1.0,15102,
_T2Aa3Vf5t68PqqxvzoX0Q,49,3.0,15668,
noLGRXHgtDCxeaHTWgIlnw,4,2.0,15209,
zm0z_Sep_3F6f5waYXjd6Q,3,5.0,15317,
mHrwbl7zkSLOsT8_mzn94Q,4,3.0,15116,
_IClMx5VsJ9_BNpNWGpfIg,10,4.5,15223,
4IO9anlf46sejlK3FIPGqw,3,1.0,15218,
UDF-ISFu8lIZDyWvoR7nLg,20,3.0,15237,
TwZL8gjnAJ3DXXnyu-McHw,7,3.5,15025,
rKh_Nl5edIB9AevqnDmO6g,8,3.5,15205,
GGEeGKUez_pGqYXtk-sKvQ,175,4.0,15222,
0v7DIprUj2KASqg5PwqhUg,6,4.0,15068,
HV-JygKEwo95ftIvuO-9fA,3,2.5,15317,
osjWmpvboG2FxcFbZyglEA,58,4.0,15221,
EvIjBWlnswf-7zBXJHB9kw,3,2.5,15202,
qpa8Y4VAMQKh8P5zqC5Y4g,22,4.0,15241,
uj9hDVeJE0r8DPJZwFulyw,3,1.5,15146,
u2mvXTA8OjdH4XL1OhZ-hw,3,3.5,15237,
iVtZcsxEdkSzOg0QXFvRDg,15,5.0,15237,
TqAl6eKXmSliEQHLq1ybrA,6,4.0,15201,
u6XxSPpzjlniCEbLxFpkyQ,150,4.0,15120,
ELlk3Vol0lPKzwHxp-MoAw,4,3.5,15101,
2RAJP_PuMkV-7UAC4Cqeuw,3,2.0,15222,
_VYUU5HPLYasd-xdKLimNA,6,4.0,15234,
RmY539rfXW8AUzF4T7vmww,3,3.5,15236,
baedk40VCeup34ltsDsAHA,5,4.0,15317,
CrRMp1zHU0SVh9Uc3Orb3Q,36,4.0,15213,
-Q_Ax7QZ1wCbzyyX-3HOpQ,20,4.5,15222,
57fiE9rxPatqQy1J-p1aqw,3,4.0,15237,
EwyFweddyFZkLahsagFYTA,5,3.0,15120,
iR6kEMdNRFc9QZUNTQo5Zg,13,3.0,15231,
XrYAU-lCeIfDjKiaLMHvkg,3,2.5,15237,
ug2aVelkTHKpHUcYhyVHFw,4,3.0,15317,
GqBP4UM_z2BAJz_ZUzdecA,9,4.0,15317,
CI8bDyBpq_3P7gvi1ZKcIA,4,2.0,15214,
yynd2v3JaJUvMW65CouRoA,4,2.0,15123,
Wf7qWkWUcSGUxgNDuIfu1A,3,4.5,15148,
HmFmaoQ1LrjvNZJSy-R7Iw,5,4.5,15224,
OwnJZuSiWs839fNGZXALoQ,6,3.5,15317,
sBGuk-Dnz-23U6QolN3MlA,3,4.5,15139,
6IKgKHZci-8mUtnvGh4S2g,4,1.0,15237,
t_EiW3FlMnFTHyoeVU79xg,8,3.0,15003,
TlDRcYA01RCADsafzauzRg,22,4.0,15201,
UA9YbIJRQE9QEHVb7bYIxg,4,3.0,15227,
1-sDd7CzBGG47ElyIWTq_Q,22,4.5,15201,
h5XqYtEmRuQ6yI0IyG6oNQ,13,4.5,15234,
O4-yHHUYMYaiOVsgg8ImUw,27,3.0,15234,
ge52dKxkHxztn3Kg8ouxqQ,14,4.0,15120,
5bH-AX4nBtR1dyA7E7TcBg,14,4.0,15206,
lnd23oqCb7v8lt9zd4K8sg,23,4.5,15219,
qfFKhuTFNE0KBCpb5ODK5w,3,4.5,15241,
21HC9HeDaWy3vBHb9AaGGA,21,4.5,15017,
fjRKwGRjZO6ffMbXuBmZKw,14,2.5,15101,
69t9niG1SRUTX9yqyw6kRw,7,4.5,15227,
1n-HH6BG913cKQ1tX3wQEg,6,4.0,15213,
JA2PMsBtqvAg6uKPZuSx5A,6,1.5,15205,
oc62I4Man0_QU--mTm7msg,5,2.0,15238,
-eBNBPNS01mupvyi8oAtxw,12,2.5,15201,
err0FvoRGGSqORd8WRtppA,73,3.5,15219,
3sIEwr4LPEruEt2q8ImypQ,13,2.5,15213,
eQrehSc3OLbzkMyGIAUH0g,4,5.0,15212,
1nlWzyHiSXXFVC0ISKjryw,5,4.0,15017,
zL4rxA6xRJjHS2c3NNmFmw,3,5.0,15106,
J1vEp4AZTPZvdxG9A-u1_w,4,5.0,15203,
nL8_8Icehnn07NSmkToNuA,7,2.0,15237,
Px6FNVLlN9wZQ-uadZiIcw,5,1.0,15090,
i39--wZD6L9hm9Lg90Uziw,406,4.0,15205,
GJM4XLPnoRNLV_5FwmRUsA,3,5.0,15668,
ijLB6_VUIH4rSOELpmPXcw,3,1.0,15024,
R1r4MkEQDJSdZUxEDcIG5w,16,4.5,15243,
qCq3JGKYMFq4dqFjtuF7DQ,7,3.0,15236,
bGdsMEAf6cijRl-trr1iCg,8,2.5,15220,
nYFhYM9JQbWnxI3zEd-gug,3,3.5,15148,
gFsiHkTKeQ3Vt0o3Bs7oXw,12,4.5,15106,
dQj5DLZjeDK3KFysh1SYOQ,165,4.5,15224,
2OHASStsgre0tOBK5kXX6Q,3,2.5,15317,
Au4pX3CnaWDbwrAyYOukig,3,2.5,15237,
qPwECfhVNXHKh3cnOsX4-Q,8,4.0,15237,
pLZdC3a2YeymnsNvSiR7Vg,6,4.0,15216,
OQRrTe7TD5Pdawgq3cKw5A,5,4.0,15122,
AGztN3eVZPqEWXlDM1A2dw,6,4.5,15239,
U358rUKA2D3qX-Y2PBMTgA,9,3.5,15238,
1jPLv-vyjPSvtl2ntSfdgA,26,4.5,15226,
RK0FwQM9zsSd4IkRpNeuIg,8,3.0,15071,
oStZkgyXNfTeCcJy02-GTA,4,3.0,15209,
6iad9mskid9PdmjEguVZNA,3,2.0,15210,
SmkYLXEYhzwUZdS6TAevHg,677,4.5,15222,
UUBBPP19I288ykV9Iqr1jg,20,4.0,15224,
KFbUQ-RR2UOV62Ep7WnXHw,4,3.0,15122,
PhnfLfqUi0hYbdMVbpgsIQ,3,5.0,15220,
oQ3ei5gfvIVW34XYG5Ki2w,4,2.0,15090,
vW9WldtS_zDa6LyAn5x3aw,3,3.0,15202,
r-GVqwNY4pA3Hkxh_-Rf_Q,3,4.5,15213,
lhI9JnI3mhtNkntegi9jDg,3,3.5,15203,
UGaIul2tDd8T0jRfOGA--w,4,5.0,15227,
vSS_0GdftmU_ClRz_hwumg,3,3.5,15668,
j4s9X08gDTZH3MwcByfCHQ,27,4.0,15202,
QkRtMoVpYalmEWnshUATvw,3,4.0,15122,
XaeCGHZzsMwvFcHYq3q9sA,4,3.5,15102,
RThuRlhMdowhtY8vITEIzQ,260,3.5,15217,
0H4GM-fHAyCBsz-47kk0HA,7,4.5,15228,
bhVReN50h-lLfgIWA5Ovgg,27,3.5,15213,
3JyqPFOCUHFczVSfiw518w,15,2.5,15241,
n6_ah26nj9V6eo7PZNUQzg,7,4.5,15206,
vPgBiz-GvxM1_K7looxvPA,7,3.5,15101,
M8_rmJsgE7An87k5qDww1A,3,3.5,15317,
qb8TiKsNTUqq4P-u6zQLDg,42,3.5,15317,
esNVuYj6R45VI_gVsiCBZQ,8,3.0,15120,
A21FJqt8jIE6w0hdzmvnmg,78,4.0,15232,
7U73RqIg6JA0WThxWUV3uA,150,4.0,15228,
a4K5-gXtd9-RGfZZYwJSMQ,4,1.0,15205,
9cuklQaqN2d3WA0Ef6jECg,14,3.5,15228,
hFuhiLDa9uHjg4fZHjI8NQ,93,3.5,15206,
6eBYh0NQ80cCAmC4ajlKuQ,4,4.0,15227,
5ZE-thfwrinDHWFBfoZIvQ,4,5.0,15222,
B0JdEQoQjr9oka-_YyGZ8g,52,2.5,15237,
iKG3BfTNOg4xy-agnV-eaA,3,2.5,15203,
l2FDSzWlucjfpDvHlBllDg,3,5.0,15238,
kL5LI_GYZJkkP73wl0Qtlw,17,3.5,15227,
TqL0ytKAucWdW2mR7EbayA,200,4.0,15213,
