business_id,review_count,stars,postal_code,checkin_count
mRoCnoKlqy540taSkn1_CA,13,3.5,44111,4
gchI4BdZ76teMX9BsI2H-w,9,2.5,44123,20
M6jDeU_3sigyxVnRgHTBDg,5,4.5,44023,5
kBPTppCc9SBNVyEry2l74g,5,4.0,44035,56
NVzyNCSHRbOe0x1A74I61w,5,2.5,44136,2
Tvg8i6x2DOqC1KDi3w4KBw,3,3.5,44145,270
NkK79tpKyksJY7HlK6epXw,5,3.5,44060,8
6_WrAhRjWMZ3t8ZFGYdxBQ,7,3.0,44124,5
YT9zQ9dL4sFZg0Y8IPK6CQ,61,4.5,44107,398
kyphxFtMIC6w7ktg-fwxWA,41,2.0,44106,266
wkUVdJTeWQiY7U-gOOMYWQ,27,3.5,44126,23
LfpSzyou33GLK4gsn4Rf6w,4,5.0,44107,
marOQtgf5NjgYrSonbquNQ,8,2.0,44116,1
MWcN6qLWTfRJqLySxwJNqQ,42,4.0,44145,64
Thfgsj3aiwyFvJ8PZ0ZUxA,12,5.0,44113,10
rwKSKNRKXVERaltnjVltEA,18,3.5,44127,10
Y8L-n2BUbCr31by8eYBazg,4,4.0,44118,
GgtVdnpswkydmT709g87Mg,3,4.5,44107,3
oCsMUWF8gudHBE4lga0Bpw,7,2.5,44139,3
kuvpCp2cr3nOxDGaWR6tFQ,6,3.5,44060,15
UfF34c3RxxqYg4sXfte8gQ,5,5.0,44143,
Q6mEGc_pml8-QCfPHfqCcA,4,3.0,44022,3
MYTBJTPxkxF3bP1nqGKiUQ,5,5.0,44240,11
HIvLwkEYuGRtI17H2x7RuQ,114,4.0,44113,127
d_cDUNNrt7046lrxAE04vA,12,2.5,44056,12
mYeUwj1BlhJTaHd1Uo6PUA,3,4.0,44113,
T8GUNVlPTk_weZw69Vn5mg,3,1.0,44224,1
6aCNQyvawPeabTzCX00UIw,11,3.5,44240,9
EzCQZSXKlqgnsoMIuu7LyA,8,3.5,44107,9
5w308TrL-7RQERpZmHSYow,6,3.0,44145,16
NlBifQZCNUAnbuo_wKIVpg,31,4.5,44077,34
RfZjZ1SPN69s7xhlP_QeMQ,4,4.0,44109,3
roK6f1bMuKG3XC-r01Oo5w,3,4.5,44095,32
fYE_cVhZmIdONYEKnwKP_A,3,5.0,44095,
y4giWpQy1TYYX7sZOk9NNg,5,2.0,44130,11
H10R4bK0-8nOFws_TsSdLA,13,4.5,44134,
a1DFzgQRYAmfA5o1fDVPEQ,7,2.5,44107,4
GrgwZYyq8MRp7_-eDTqK-A,4,4.0,44224,6
ib0cmmBquUJ0xHcsIRQthQ,21,4.5,44060,14
NkvCJDNKLORDNytvebhU-Q,12,3.0,44129,3
Hv15VTPEUKQCMjfHVN-HgA,3,2.5,44134,
RBxjXB7TJ5REc-msNuN2YA,3,2.5,44121,4
D4Y0K_IHImGngs-rnNiEXw,3,3.5,44136,15
fxavkgtnwrV0DH7jgcPUrA,4,4.5,44224,3
9dS2DSVKwWyyW5uwk7Dpzg,11,4.0,44221,7
Jdkj9Ch_LuzqUEEzxbB46g,8,2.5,44236,6
lriyEwWKxTzoO0HrMZfIlA,3,2.0,44135,
pIGh1N_7LGD4wEgWmIai2w,4,4.0,44136,6
LdHtEVDZQhlz2N98IqcYUg,7,2.5,44129,11
cOcplwKfHIT3gwOGnGt_Sw,56,4.0,44264,77
_wpUUDnJwrn7eSYAjnv7WA,60,4.0,44102,343
p_XtmpNFVlUClWdjBVWKlw,5,2.5,44139,3
Ub-RrbQWAV_JuVyYixynfg,11,2.5,44135,10
9SenDJswlHJNiplCfiZs_g,7,5.0,44060,3
WYzPWifJZg18BhJW8MrmXg,3,5.0,44130,
z71IqTCbQW7uzw2H2T1QrA,89,4.0,44145,216
rNahWvWn2ZR7o3gegaf7QA,9,2.0,44054,5
CvP516pjOdcJJkaMjl8rPw,10,3.5,44125,23
a2gWPZZC0N3d_xGttDm6ow,4,2.0,44122,
OttGHPx9u299-1J-vmpxiA,3,4.0,44094,4
3Cnonn4ook40H8Pu1NeDMw,4,5.0,44236,13
dEBcXzNiY9UV3OBsZhEDaQ,6,3.0,44124,2
GGwxKT9nErLDH5T9tmcD4Q,7,4.5,44113,32
YBxThPNsPWjXZX9jS7EgtQ,3,2.0,44087,
PAXUkXtz3YbzNZYlSTuMhA,3,1.0,44146,2
xztEzfOUC2C_UuP8504tNA,3,5.0,44124,2
ghWZ2gBeCbrWOns68afDJw,3,3.0,44118,71
lWcNGBfOzdnpHgpAq7plMQ,7,3.0,44109,21
kfbBBxJg-oatbY-YHf7qpw,50,3.5,44087,138
Xk05B3MApfGZB-s3vQkuyA,3,3.5,44143,6
UKONtqenZ56MP53Z-hVyZg,4,2.0,44118,
3m27fWqn0KBnGpi30hdtrA,5,4.5,44143,2
hZJw3wCXWU2m3miaOinznQ,13,2.5,44149,3
3Xjexew-bEQdXLyv9cVUCQ,3,2.5,44001,2
zAnYxgkDJDxCBZmmm-kISA,3,4.5,44112,1
JsSo9YM4LIT2AuAG24xbew,21,5.0,44116,1
0rrVAvYeo_NYZyL26deFOw,3,5.0,44256,
Ur4eYOFq4qVLHkZJNmcqfQ,182,4.0,44113,520
WxQFr9xKubSeDDY8EKTpYg,10,3.5,44122,73
dmzwPu_wKO9LRfdsaiwOjw,3,1.0,44122,1
2LjAiVBWQefB2oT0mkYBFQ,9,3.5,44116,54
l3SBg8iCNN_4-dnV0Wk4fg,11,3.0,44107,41
XMPBg6r_LqZhy9Cf-4ZJrA,18,2.5,44116,142
z_zyOfFO-OIYgCR5hstyTw,26,3.0,44070,12
rPFNOLQ-XljZkoD9jowl8Q,3,3.5,44112,1
Jwa6JhtkYq46jZG_UZriZQ,6,5.0,44134,8
XTumKkL8Ns3StEvW1nwcow,4,2.0,44138,1
8QHpkczQFY23_zN0v1jx4A,9,4.0,44124,7
eUxY9-SyEvCaAJZSNTHw5Q,4,3.0,44145,10
qGwz_gJIZdRs4vTPcaIg9w,61,4.0,44114,106
GmghE_tUm1OfBH0B0sPRdg,3,5.0,44102,
AE7JXkp6Mx_6vohr-dD8fw,5,3.0,44129,24
Uww9-q-q2x9PDNqCbA0hzg,22,5.0,44107,20
TXcVQfX4J0NqKRqgDBgWOA,6,4.0,44121,6
iGwJaUzuMNrdnTOBnqtmLA,6,5.0,44116,
Vfdh93_ziz2BIcCmqPG6Gg,3,3.5,44070,
d6CPd6Rg__Hw-5ArLQ_k4Q,12,3.5,44070,43
bgz3u3bhqck2nf7W7iVREQ,3,2.0,44070,1
mNG2OaKvnAABdLxODErnvA,6,3.5,44120,5
vdocaPsNLvbGJFF4ARzbzA,3,1.5,44035,9
AWoSFsyyj0gKXmX-5X_pyQ,16,4.0,44023,17
GcA4laq0bKWDC6-50ATs1w,47,3.5,44221,82
ue15g25mkg7Q19Y2DLaqbw,4,3.0,44023,
JYVCQhZU4g-vXrISzUJFUA,4,2.5,44109,2
TG6bz3o1vEjVcedBtFQ2yw,6,3.0,44221,8
6lgkTtACpJR5Kijkc050KQ,34,3.5,44067,26
go_uJsNgk2WCRtl5m-v72g,39,3.5,44070,156
9Jds-eBvF7MvmR38jxcWvw,10,4.5,44130,3
DMRaPL6SnA_RX7yY6rprhQ,27,2.5,44321,34
tttUDNhR0GUE1H1dTaL_cA,3,5.0,44023,1
4neSxKuKuKAlTEAqnj7eOA,4,5.0,44147,
mXUw6puxePIzuqE37-t8Vg,10,5.0,44147,1
NIvup8P7CJciTtjJG6SUKA,12,4.0,44224,1
1uP_zBaJlawlIGQ8kaLraA,6,3.5,44122,
Xh0GgOn6LjfYJJUZQsjDTg,12,3.5,44202,27
6oZoFYdbvwqyk4gnkzJnqA,18,3.5,44131,48
xoid0smKe94o8vbA_E7O3g,4,3.0,44126,1
nEMUUOvFB2Vi90uiF4rlCg,96,4.5,44060,145
EOghCHtoyxJQnVZnvKxmNQ,55,2.5,44107,94
emwTpSu5yO9V3yTfx-UGTg,4,3.0,44141,
Z_fMYt6Ujc3A1_JAJEl3MQ,6,5.0,44053,4
f7LQwNbiDmcmWQSW54ReTA,3,2.5,44122,1
v71Ezmd47-ze9HIo2ikQVA,3,3.5,44144,
E0J3fOghOem_gF1CuIublw,9,1.5,44122,14
rJuX23MG0SH9moT46iozNA,4,5.0,,1
gMGHpKa9M1ugUBhC5CN3ow,3,4.5,44333,152
O5xFslbI7ZH1sq6zOEJIdg,6,5.0,44233,15
2alo9GzeOsbg4jeKYFQmxQ,61,4.0,44130,100
ZMARe4JgyknnYfm_E1DoGw,3,2.5,44221,29
o_6W4vPRdG8eO7z2SIc0_Q,9,3.5,44070,96
Ak0fXeZOtaEFFwFXg7tz1w,10,5.0,44142,6
Gmvzwg739HcSDz7bb_5QTA,11,4.0,44221,6
9d1Vdmo2RbvFW9EQom31MQ,5,4.0,44256,16
5o5xDSgOocBEeu_MVIckTg,14,5.0,44070,44
F2SST-XhUtBSEFKhsyKkyg,3,4.5,44221,
hFqAsajh9_t9iqnVsKJ2ug,3,4.0,44147,
nFrGXtrthtf_WFoxAwQhrQ,3,3.5,44035,
0wUBRqU95D8URo5Ws4r5Qg,29,2.0,44202,44
1Ri5qfaxkDXV2KU99iPlCA,5,3.5,44241,2
kdA5JlSuysSCsphCWpoqpg,14,3.5,44149,6
hoGyiTjrri-Sq3-EaO7Kpw,96,3.5,44131,190
sLTEFH8XJXQWE_Gyp3_KIA,42,4.0,44094,42
N372f--rWyzGpEBQR4ZIbg,7,5.0,44236,12
TtG-FJTONaUHfUkQOU7ilg,6,3.5,44146,3
g9i9xFh9HtPWNLMB3ru3ug,62,4.5,44113,167
N8I9zvOVh_r37Y87ZTlabg,4,5.0,44026,1
EvdpA09SfFHxt9MP2pJJQg,6,4.0,44124,13
6n_pWfZ7dPLakRQQKkQZGA,6,4.0,44107,9
Sf-ZyFFc4UgdgaGzONgaCA,17,3.0,44109,185
7A-xj8PLuOh4BS4D6InVpQ,4,5.0,44240,4
LMVLKohWSdDwVFFB0mBsdQ,3,5.0,44095,
f_b_TRTj9jUsgdQC0oEbNA,9,4.5,44114,4
nNSbABV_4MPX7RAymRxSPA,7,4.0,44134,15
j4170xdQJTwSvXFpsQzWtg,64,3.5,44102,137
ZIVynEpwn5DkYz_R7rT2Wg,11,4.5,44122,24
dQ7S7mxJ7L9fA6JdKeGFSA,3,5.0,44094,
X8EvFwQMLbS7dGcgCQTIYw,3,3.5,44035,
ZCv8ccCo9qnJavHPTW4aZA,4,4.0,44021,4
CF2abR1isMzLfRPzjTvIkg,3,4.5,44111,18
MxUoxS4THGpp4yggIUZPag,3,4.0,44136,3
yNuwHBmhrVIXm5CffOMD2A,12,3.0,44136,133
WlkqpB8PJ_ZhPVXzYYai0A,5,2.0,44124,1
1hedlGItm_GxnAHqCX7mhg,3,5.0,44240,1
TiyufojtGuuddzI583YPhA,4,5.0,44126,2
HJIO1moSP5MWu6TRVla8cA,14,3.5,44144,280
izCeT3RLeARwP-VJaOmIKg,5,3.0,44113,1
Tm2dKN_-DCdZfF2xMWrX7w,187,4.0,44114,620
SwAEiDNLF58Bd8HHXTYTLA,3,4.0,44143,10
7YAM0-rkP5M20mb7hmKLbw,3,1.0,44146,3
3gtlkstuZHZhC0h_qTLFJA,3,4.5,44130,7
VwvDywoKKO1WL3ZGrcmdWA,8,2.5,44240,4
mjdRpXM1U8hg7gns3cH2iA,7,5.0,44111,1
J4obYrjZ237KYsqJjlpe0w,7,1.0,44123,
7BIMKg5DAVi_vHNBd7pmiA,9,5.0,44145,4
MnrndpXqUv-SV-gWg0l_tw,10,3.5,44142,44
3KE8uPmeCDFZ_BVJJdHQKQ,3,4.0,44130,1
RadvHxEGJLdp9IvNWzv30g,10,4.0,44106,8
qAR7sNDDMYMkQtdVm50gfw,3,2.5,44060,
lJU19A8gxyNT1gU8y4pv1w,47,4.5,44111,21
dwtXvp2llq2BYSXQvJpHYw,6,4.5,44022,538
hrdKRLtpwBt-FiC5fJQxEg,8,3.0,44280,14
lXhS6kImRbg-Yo7LlcvXiw,6,5.0,44136,1
1xLJGxAv4qLIQF2IhJjBvQ,22,4.0,44142,38
Qz4JzvZ_0_2TGTWPTE7XSQ,18,2.5,44094,13
5ZOmXu_TljRJ2s_fit3j4g,4,3.5,44122,4
C8vMtjoEgcZL3D_Sip1hug,9,2.0,44001,140
-_O0VCqTfHWwweJsj7khNg,20,3.0,44221,89
QsnPC0c7-97fDgQAGts-sg,12,4.0,44109,44
y0w8qjKq-lakJJM77KaXrA,11,4.0,44107,12
yRpJmd6FEzLRGZ6TxgGlFQ,48,4.5,44116,98
ZyS_DEmUNRVOzyxqWD0tCg,4,3.0,44134,11
54hPUSkpDAkw8Q4G8FX2Gg,13,4.0,44113,81
xcIUrW5bPw6c32cTBbjCnA,3,4.0,44130,2
QAN6zr-IzPD04G9clSGtBw,4,3.0,44129,2
YtmTXI4mH3Nj4Cal0uAl4Q,8,2.5,44114,72
iPuhUzHb2wWoesBFHgej9w,6,3.0,44240,1
EU5XpaXehANAdpRHwJMOUQ,14,4.0,44240,33
PXJkqZGaC5qxhJTVQodN_w,72,3.5,44131,142
4d3f4YJ9tkycjxrWZqT7Sw,3,2.0,44122,
UfLXNDM0r9YIo4W3ewiPdg,3,5.0,44136,1
cKZ6tjNOD1qlHPOf055UTA,4,5.0,44094,12
Bv1AGJ3p_X35tqUcVDrpHg,10,3.5,44039,9
h65WzyYGlBEiCQYKHbRtLA,4,3.5,44107,5
_SJCueIUX9dHSfJ_PxtZSg,5,5.0,44118,24
S1I7r5YvxcrTASv_t7cxAA,47,2.5,44115,81
gxvSB3hEIW2EfTtUu77rZg,4,3.5,44137,
dUV3Wdu2dB7HMdwS6Hg3JA,4,5.0,44119,3
fosNKQZzfuEiiNzVOoEVNw,7,4.5,44116,10
QRDvvE5B_hhFGmUiaO8v5g,24,4.5,44107,14
IDxlTrVZ0mSmJYoeByFJQA,3,3.5,44122,
CefA7wM1dx-dzwPeAw1sFQ,20,4.5,44135,
Zs8LPufciU-jDpbAVFqKcA,56,4.0,44118,57
LJSxRq8L5gGVKjwnkPlXKg,4,4.0,44136,4
OKoGXbvswIdqub6EvvIC_g,4,3.5,44124,9
WsKDdglQlvh18kuym54WSQ,5,3.0,44221,7
_Es5Z3E_ZWHIMhOniqMI1g,4,4.0,44094,10
1sdfaNt1qKyVLBGK19TM7A,20,4.5,44107,28
Uu-B8Dq4TEtJtqR9xe2NYQ,7,4.5,44011,20
xLZlt6lMFMOoxZ-olJJCyg,6,2.0,44224,9
kwOkdhMx3g7svUUcaBgaew,3,4.5,44128,2
1MKwcKfwz8u1GSnXUdrx-A,28,2.5,44147,14
LxGwVChkGreslgE2QTqodw,3,2.5,44124,4
mIURkozoUNu4kI8dLSLiYQ,3,2.0,44094,10
guHQXi6FULH68FvD26ncMg,3,2.5,44011,
sJ8utPo2os3_Qll0act0IA,3,2.5,44094,3
XJ_iY07rHMqG3okVbDX-Lw,8,4.5,44145,5
8y9h2Deh06wNutr9D0yB_A,5,4.0,44223,2
46DJ0U2WNhoEUA81_N0zZA,4,5.0,44102,4
hJwAmGQhRUbM0oCLJ_I3TQ,3,4.5,44146,33
FliczxaG4W7WEHJKdYzCNg,7,3.0,44212,
TwSBs6QfEJxAxLRJ5RM-pQ,13,4.0,44145,7
zWkqYkD1yJ-nSlzfYQqHEg,8,1.5,44115,35
rp1TgQObnIIRZw3fHWSwJA,84,3.0,44236,140
piAwS57nctkTkFPEwboySQ,3,4.5,44114,1
0rN_o7_IfshAHQwzMUK8nA,50,1.5,44139,71
D4YDe_3JihDEPUosO5nH-A,11,3.0,44122,32
daLUceDcNHEIxLHObOH18g,64,2.5,44131,193
BsxitzNoAiiTpOuXRTXIwQ,3,3.0,44056,1
n7DlgzE244G3RDvhNg5qMQ,10,4.0,44146,
xoTzQNgOLkXAW-Tg-6rs6A,3,2.5,44094,2
Q9dc7nO037-vCQsKJ98Eig,3,5.0,44130,
wb-R0UkxupyFqicm_3AYRA,3,5.0,44116,
YMpx5_LY6AYvYQLPwgGbhw,3,2.5,44136,23
JXP_sYP-2eV2V7sFgS24vg,9,2.5,44087,
c_5--h3KEQqo4xw_bpc5HQ,17,3.0,44070,16
mUMb6sxFa9JZYQbI9RDs0Q,11,3.5,44144,100
i-M50whM5Xxjv9cRNcxk_w,15,4.0,44107,37
nM-1hqurfwvlEyPOqXamjg,27,2.5,44113,134
o5cjHbxPMcfqauzklOyPQw,3,5.0,44060,
J4fNHmvOIf1jm0x2hsmo7A,3,4.5,44123,7
xua8JhTL-Kf7c-1wQJCl0w,4,3.0,44124,1
htLdaRAJJXRYhDyzsyxqOw,19,3.0,44107,5
ZyTbdExGYXbJ69sUfkQeYw,3,3.5,44035,2
_ctJ1voqO3ID2C8IxxGUxg,32,4.0,44077,36
Fw6-Sturc0Z9ZJlkPO_Gxw,11,4.5,44094,10
GgPTifPYDT05NfPEbgWZ1g,9,5.0,44113,2
sYMAijY2oRrd71KRHKoIDA,7,3.5,44118,6
M8KYvobTWBlByZ55HyDcew,5,3.0,44094,1
XriJk1yVLlBd2rIhk0s_eA,9,3.0,44119,29
wxKGjNTPHQncEouXTwjmew,3,2.0,44130,5
tFbIxPV1KCLFTGAcFvGlWQ,11,3.0,44094,7
1Cs-agERivfq7Ni9CyU3mw,3,2.5,44130,
1zKjojtmAHuVOHhtGVxC2Q,55,4.5,44113,245
B9V8HXqJQTxZoQmurOLFiQ,3,5.0,44202,12
_hyTrtBKh9YJxnV--ixJVQ,6,2.5,44116,10
kBZ-tBkOKGqUOAypk-L9Cg,15,3.5,44011,9
dgTvbf1lFSde5APkCK2nag,4,2.0,44017,
5SR--xqrPO6nYhG9HvI6Mw,4,3.5,44256,16
HqzT2TsomtpB_5BDjNtaBA,6,3.5,44131,29
L0xfEYQ6QXZNcfatlJjMNw,3,4.5,44094,
LIxIWIOyQRf4HlouZhS3ig,9,5.0,44109,
sCYWb6nxINNHMXJS7Reo5w,3,5.0,44212,
CTmE4IiwzZ2ROEGHhM5OGw,3,3.5,44146,5
1KD_mH_rkAa-ic1w7V99oQ,3,5.0,44221,
jkpWFKgjjd8xcnjpTfeb3Q,32,3.5,44022,27
BBJyCXalWQTHeQd7nrwDkw,26,4.0,44107,64
kNouvWHDmnUMGnKC3qqWwQ,4,4.0,44118,
PyA_5t5jJ7GlwduRuQI4fg,3,2.5,44012,
k6Y0a8hgV4ec875CqPWSFw,19,4.5,44115,60
8Hq3H_Bslarn3GsIsI_4eQ,5,2.0,44241,3
lsf2qFh-iUeqTrPa-_eBjQ,11,5.0,44011,28
_LQHT49q2srGRa4sj97mkQ,8,4.0,44142,20
RF1P0gFd43HQfIy5crFgew,6,2.0,44124,4
bmCu04gEhWYHYrxrbn5zQA,7,4.0,44077,6
mDW5xsjklpX6dcikfZz7Ew,3,3.5,44224,1
fzGs7qL4TaQuhogiZNcpCw,31,3.0,44122,20
uSRgegdEFHHasT5BbRkcFA,124,4.0,44114,425
vE1vyV7c9zxzy-XVwQNlOg,9,3.0,44070,4
QkmEZDOFtrvq4m_SBsM76g,8,4.5,44011,41
iXONwpI8qvwgEJBXV10rLw,6,2.5,44135,4
WrvCWRKtQyvFFP2fsMRDYg,15,3.0,44240,12
I4ZHa5S7vPMBauConLlbSg,9,4.0,44145,31
v3kXkK9ga8jfgetr0Hb5Eg,4,2.0,44095,5
LjHLfeiNRmINmXEanu27OQ,24,5.0,44113,31
cN2TH-qgaZOBU3PZWidPGg,3,1.0,44109,1
W98fZXdlQIUBRjWah7U-ng,109,3.0,44128,
KPJFW8v46c8ny_Q1frXilg,3,4.5,44106,4
lvC5CAVfKx-p27armNJEig,7,4.5,44044,9
wm7Y03pllyJroPocxef3Ig,31,3.0,44223,26
oB6p5kpQKwu0VzXrUiAyzA,6,4.5,44224,
bWaafQF87ep0dtOtjyRTow,13,3.0,44122,66
m-ZqJFz9jJqyBA9Wsp_3KA,26,2.5,44136,214
OiR6kP_mAD47vKU1WiPshg,22,3.0,44145,52
jLhsXvTd9LLjBxp5u-lvKg,3,5.0,44125,2
wFaLUV7m-74flUfjAOBnLw,6,3.5,44024,10
IbWfINxjH4IwNCsbqFexiA,78,3.5,44107,274
WiVYRZ0rWyVaAdt64_XAUg,3,4.5,44011,1
Hrk5Brj3YuxZ_g5jTRNVGA,8,1.5,44134,33
ris62LHWvRJt5j9FhHU03Q,6,2.0,44102,17
MGaO3F3PPaMhMZm4mV673w,6,3.5,44039,4
pDn3TAjVcY7TqtZD9YI38A,4,5.0,44145,
UzW_6PaLFzPjP7_2Czk3Wg,14,3.0,44212,27
i6ArYWLyezznYGpCTy4OwQ,3,5.0,44124,
cBCcZnSTALUTP902jH_FzQ,6,3.0,44141,57
opx6PA10U47oT_NK9w_G-Q,8,2.0,44067,26
QpRfQtlbwlmqUsq4DKjqqw,20,3.5,44060,43
sc0MnvkteNBkUXnbzwhGZw,5,3.0,44122,29
Sp6HBpMfnPGPQy8HODEmzA,10,4.5,44130,17
osgafuawHVECzA3xauQNEw,3,5.0,44109,3
pjvfr_uuNHCg9m9pqI2xEA,4,2.0,44143,5
3sEOltqZs1cjRA4Pqkm_AQ,110,3.0,44011,109
O5rigVcF_67GsPlXVi_zVQ,10,4.5,44114,34
XDufsG2xxodnSC2v1GKluQ,3,3.5,44123,1
dxD8j20MkodieZLc7fZRsA,5,4.0,44135,17
AKGXzMW5PoAqvNQLJ2Foiw,9,2.0,44233,7
YYhfl2snQ0FZ3_1Jus-Tpg,4,5.0,44236,
S57rr30za_KzIUGkFqg3mw,83,3.5,44113,361
ddlnpDxGDDxGGoG_dVXwiw,141,4.0,44120,272
Y607f9xTHcRJowdl8uq57Q,3,5.0,44107,
3oZALxbvXopQPrA_2mDItw,3,5.0,44067,
QG37umIGrDFzkdmBqFLAYQ,25,4.0,44144,55
QvG3SS8ntsbO_Urmt05V5Q,5,3.0,44060,2
GhBfWFwMzp-2Tg-g7b9Jrw,15,3.5,44107,11
NLUOzjWLD7hwuxtXPq0V-g,12,4.0,44011,12
6BWIG_RIqNOJHkrXHx_cCg,39,4.0,44124,48
NgioF61Bs9YNLBg0o9I-Uw,132,3.5,44118,314
skC3DLicGJrBeBERfceO-g,9,5.0,44146,3
hM9g6_VR8sdzfvcWNsnUaQ,17,4.0,44087,4
ronp1XIJBOkWs5aNAkpAeQ,12,4.0,44107,10
uYl_QBtb7bXhu9sgb4kCrg,61,3.5,44106,362
MloCgCD7GsbixupcjcFkLw,3,3.0,44116,3
7o8Yrm87jKZRm-oEH3mGoQ,5,2.0,44113,28
jfK-_0x_r7Qgdg2wj60iAQ,10,2.5,44067,
JRrpo0ksfzeuJkfXDrVNUA,13,4.0,44065,44
mbKjmz8NIAJGce3Vy3-0hQ,7,3.5,44125,11
CiGefVc9Uc-4H_aNgOMWhQ,4,4.0,44114,4
9cw-YfNIkMKtp45y7GpgOg,3,2.5,44135,
nJVDHjoTilGmhLjXAOwiyg,14,3.0,44135,29
iFeMMBEXgRwb9HtVSAkdHg,13,3.0,44067,16
7FjDpwsPuQtjI-PSgfTAXg,3,1.0,44115,
FUCHvOmoHC3YalwRwB97Yg,10,4.5,44060,8
FZ_edvdCN64D7JVWvm7fmw,3,2.5,44052,55
u_679hFFI2qlC1uBuz5a_A,16,4.0,44136,43
u-IVGF-wGwvxuj3uKQW8qw,68,3.0,44139,103
Pb7XvkMWIL40nkjVToYwQg,3,3.5,44095,19
HpF3N3726S8BleiWGFXotQ,6,4.5,44102,85
jAhWofys8yG3ueMoXO00wg,35,4.5,44115,222
88_7allgDYlxedC9jP1j6w,24,2.0,44094,38
VHchdLl_QVtStqx13vENbA,3,3.5,44115,1
8GukZRGpQIZEYJwRZn6Y0A,3,3.5,44202,5
oLiYQ2OdGL65FruhGszFLw,3,3.5,44124,1
BvKGzWCfVboWP6sKCaou1Q,4,2.5,44144,1
6Ujaabg3MxqEiCeSs6_eJg,8,5.0,44070,15
TlTypn_xOScR62m3XDaF1g,5,3.0,44124,8
